,city,hotel_name,rating,latitude,longitude,avg_temp
502,Mont Saint Michel,Auberge de la Baie,8.2,48.61599317655586,-1.4882531762123108,8.2
503,Mont Saint Michel,Chez Adèle,8.3,48.636165894011,-1.5104757792319998,8.3
504,Mont Saint Michel,Gites les 2 Clos au pied du Mont,9.1,48.613966101624456,-1.4857917287392852,9.1
505,Mont Saint Michel,Hotel Gabriel,8.2,48.61538141368341,-1.510709971189499,8.2
506,Mont Saint Michel,Hôtel Vert,8.0,48.61470048629041,-1.5096169710159302,8.0
507,Mont Saint Michel,Hôtel la Croix Blanche,7.8,48.63573406427125,-1.5098610520362854,7.8
508,Mont Saint Michel,La Jacotière,9.2,48.61411436123917,-1.5043142437934875,9.2
509,Mont Saint Michel,La Mère Poulard,7.4,48.63508531723403,-1.5105396509170532,7.4
510,Mont Saint Michel,La Vieille Auberge,7.5,48.636063,-1.511457,7.5
511,Mont Saint Michel,Le Marquis De La Guintre,8.8,48.6248647057706,-1.44534185528755,8.8
512,Mont Saint Michel,Le Mouton Blanc,7.2,48.63602298444712,-1.509895920753479,7.2
513,Mont Saint Michel,"Le Petit Moulin Rouge, B&B, SDB en-suite, parking privé gratuit",9.6,48.5963383,-1.5055117,9.6
514,Mont Saint Michel,Le Relais Du Roy,8.3,48.61626270451236,-1.510905772447586,8.3
515,Mont Saint Michel,Le Relais Saint Michel,8.2,48.6175872716489,-1.51039615273476,8.2
516,Mont Saint Michel,Le Saint Aubert,7.7,48.612937834706464,-1.5101051330566406,7.7
517,Mont Saint Michel,Les Pommiers de Mont Saint Michel,8.0,48.613555,-1.5101,8.0
518,Mont Saint Michel,Les Terrasses Poulard,7.2,48.63534942564122,-1.5103787183761597,7.2
519,Mont Saint Michel,Les Vieilles Digues,9.3,48.60418750441497,-1.5115991234779358,9.3
520,Mont Saint Michel,Maison au pied du Mont Saint Michel,9.2,48.612673580235,-1.485530645404,9.2
521,Mont Saint Michel,Maison au pied du Mont Saint Michel 2,9.1,48.6156117,-1.4885121,9.1
522,Mont Saint Michel,Mercure Mont Saint Michel,8.2,48.61424652959294,-1.510545015335083,8.2
523,Mont Saint Michel,Vent des Grèves,9.2,48.615403,-1.49144,9.2
524,Mont Saint Michel,gites 2 beauvoir,8.8,48.5976913,-1.5047171,8.8
525,Nimes,Ambiance nature aux portes des Halles de Nîmes,9.5,43.8410893045629,4.36067721511577,9.5
526,Nimes,Appart'City Collection Nîmes Arènes,8.8,43.8338735348897,4.361433959524561,8.8
527,Nimes,Appartement Cosy Nîmes-Centre,9.3,43.8403329,4.370304,9.3
528,Nimes,Appartement Cosy Nîmes-Centre 2,9.4,43.8403329,4.370304,9.4
529,Nimes,B&B HOTEL Nîmes Centre Arènes,8.4,43.8281614,4.354790200000025,8.4
530,Nimes,Best Western Marquis de la Baume,8.3,43.83959475654075,4.3610841035842896,8.3
531,Nimes,Comfort Aparthotel Nimes Centre,7.9,43.83249328044521,4.367856681346893,7.9
532,Nimes,Hotel Majestic,8.5,43.8343632920283,4.365336745977402,8.5
533,Nimes,Hôtel De L'Amphithéâtre,8.3,43.83581534027453,4.359140172600746,8.3
534,Nimes,L'Amazonien - Baby-foot et filet de détente !,8.7,43.8402154336462,4.362291753967624,8.7
535,Nimes,L'élégance de la pierre au pied de la Maison Carrée - Une Nuit à Nîmes,8.3,43.83764693778527,4.356423185319507,8.3
536,Nimes,La Cathédrale de Bois,9.5,43.8315282,4.3600183,9.5
537,Nimes,Le LUTZ,9.5,43.831888,4.3522837,9.5
538,Nimes,Le bleu Jean Denim Arènes - Une Nuit à Nîmes,8.6,43.8350985,4.355139,8.6
539,Nimes,Les Copains d'Abord,9.0,43.83172268679,4.357071383575,9.0
540,Nimes,Logis NIMOTEL Hôtel Cosy,7.9,43.8155763492052,4.346603527665138,7.9
541,Nimes,Maison Albar Hotels L’Imperator,9.2,43.83866612768399,4.352767914533615,9.2
542,Nimes,Mas d'Escattes,9.8,43.870408383047945,4.404552387779193,9.8
543,Nimes,Nîmes Centre - A 5 minutes des Arènes,9.4,43.833059723729,4.355228226984,9.4
544,Nimes,Odalys City Nîmes Arènes,8.6,43.834061872209,4.358990652779,8.6
545,Nimes,Royal Hôtel,8.3,43.83881509620307,4.3548184633255005,8.3
546,Nimes,SQUARE HOTEL,8.6,43.837032,4.363037,8.6
547,Nimes,T3 Cosy et lumineux avec garage à 2 pas du centre !,9.4,43.829167376758,4.359067865827,9.4
548,Nimes,ibis Styles Nimes Gare Centre,8.2,43.83175754591007,4.36697356402874,8.2
549,Nimes,ibis budget Nimes Centre Gare,8.1,43.832055902146784,4.3673644959926605,8.1
550,Paris,9Hotel Republique,8.9,48.87086130670431,2.3605676245369978,8.9
551,Paris,Beautiful flat Seine River-Saint Michel/Notre-Dame,9.0,48.8539481,2.3429847,9.0
552,Paris,Beaux 2-pièces Gare du Nord/Gare de l'Est,9.4,48.881583547281,2.358363615869,9.4
553,Paris,Best Western Bretagne Montparnasse,8.4,48.8354867367116,2.321087121963501,8.4
554,Paris,Citadines Austerlitz Paris,8.2,48.83491338973583,2.3604049533605576,8.2
555,Paris,District Nation,8.6,48.8513107,2.39241259999994,8.6
556,Paris,Garden Saint Martin,7.8,48.87123755351854,2.362460196018219,7.8
557,Paris,HOTEL FORMIO,7.9,48.8359896,2.3585188,7.9
558,Paris,Hotel Flanelles Paris,8.4,48.87952665101315,2.3566058277538104,8.4
559,Paris,Hotel France Albion,8.7,48.87749886295781,2.338321655988693,8.7
560,Paris,Hotel Vacances Bleues Provinces Opera,8.4,48.8717002212834,2.349541336297989,8.4
561,Paris,Hôtel Gabriel Paris,8.6,48.86613689815127,2.3684589564800262,8.6
562,Paris,Hôtel Ginette à la Folie & SPA,9.2,48.8658341,2.3674538,9.2
563,Paris,Hôtel Gérando,8.3,48.88253133443644,2.345811054110527,8.3
564,Paris,Hôtel Le Regent Paris,8.3,48.85383851330455,2.338723093162116,8.3
565,Paris,Hôtel Maison Traversière,8.6,48.84719146716876,2.372636497020721,8.6
566,Paris,Hôtel Paris Voltaire,8.4,48.85836979456505,2.3777836561203003,8.4
567,Paris,Hôtel de France Gare de Lyon Bastille,8.6,48.84747299663413,2.371901571750641,8.6
568,Paris,New Hotel Opéra,8.7,48.8797020647293,2.3286931961774826,8.7
569,Paris,Star Champs-Elysées,8.5,48.87715091049038,2.293667569756508,8.5
570,Paris,Stunning architect studio near Le Marais,9.2,48.8681559,2.3700793,9.2
571,Paris,Sublim by Sweett,8.0,48.845227,2.310079,8.0
572,Paris,Unforgettable Stay in the Heart of Paris,8.7,48.8544116,2.3391769,8.7
573,Paris,Vintage Paris Gare du Nord by Hiphophostels,8.0,48.88177861262628,2.347164899110794,8.0
574,Paris,WS Tour Eiffel - Laos,8.3,48.8500942,2.3008671,8.3
575,Rouen,"Ambiance Jungle et Cocon en hyper centre pour 2, 4 ou 6 pers - MyLittleStay",8.6,49.4479889,1.1009077,8.6
576,Rouen,Aparthotel Adagio Access Rouen Centre Cathédrale,8.5,49.439067,1.089627,8.5
577,Rouen,B&B HOTEL Rouen Centre Rive Droite,8.1,49.44318543731502,1.079113706946373,8.1
578,Rouen,B&B HOTEL Rouen Centre Rive Gauche,7.8,49.4317818,1.0824082000000317,7.8
579,Rouen,Cosy'Appart - LE GERVAIS,7.9,49.44621076089,1.086469309856,7.9
580,Rouen,DOMITYS Les Mosaïques,8.8,49.4290146,1.0832807,8.8
581,Rouen,Grand Studio de charme Rouen centre,8.6,49.4462748,1.0991111,8.6
582,Rouen,Hotel Dandy Rouen centre,8.0,49.44527729309288,1.086762696504593,8.0
583,Rouen,Hotel De Quebec,8.2,49.43783418793873,1.0972528159618378,8.2
584,Rouen,Hotel Morand,8.0,49.44569975167499,1.0945229977369308,8.0
585,Rouen,Hyatt Place Rouen,8.5,49.45328564064136,1.09828529731665,8.5
586,Rouen,"Hôtel Littéraire Gustave Flaubert, BW Signature Collection",8.6,49.44263508189676,1.0868579149246216,8.6
587,Rouen,Le Bohème,7.6,49.4414822,1.096959,7.6
588,Rouen,Le Charmant F2 rue du Gros Horloge à Rouen!,8.2,49.4422289,1.0893793,8.2
589,Rouen,Le Garden Studio avec terrasse et parking centre ville,7.9,49.44636844979284,1.0827518803730165,7.9
590,Rouen,"Le Saint-André, Gare de Rouen",9.2,49.4469247,1.0884892,9.2
591,Rouen,Magnifique duplex pour huit personnes -070,5.9,49.4372292,1.1004456,5.9
592,Rouen,Martin beau F2 confortable,8.5,49.4392119,1.1017201,8.5
593,Rouen,Mercure Rouen Centre Cathédrale,8.4,49.44117284656542,1.0951754450798037,8.4
594,Rouen,Mercure Rouen Centre Champ de Mars,8.1,49.435557560716006,1.1037424206733704,8.1
595,Rouen,Novotel Rouen Centre Cathédrale,8.4,49.4388505,1.0899553,8.4
596,Rouen,"Radisson Blu Hotel, Rouen Centre",8.9,49.446441,1.09412,8.9
597,Rouen,Sous les Etoiles - dans le plus haut gratte-ciel avec garage privé,9.2,49.4400384,1.0856876,9.2
598,Rouen,l'Exotique - Vue Place du Vieux Marché,9.2,49.4425172,1.0888207,9.2
599,Rouen,"l'Olympe - Babyfoot, Vidéoprojecteur & Parking",8.9,49.4416689,1.1013596,8.9
600,Strasbourg,AC Hotel by Marriott Strasbourg,8.6,48.59900335,7.761959941,8.6
601,Strasbourg,Adonis Hotel Strasbourg,7.7,48.58866403246287,7.757167965282861,7.7
602,Strasbourg,Aparthotel Adagio Strasbourg Place Kleber,8.2,48.58424797313473,7.745836079120636,8.2
603,Strasbourg,Carpe Diem Home - Au pied de la Cathédrale,9.3,48.582077,7.749161,9.3
604,Strasbourg,Château de Pourtalès,9.0,48.60808508242673,7.800015360116959,9.0
605,Strasbourg,Citadines Eurometropole Strasbourg,8.5,48.60427412195041,7.7044611217040915,8.5
606,Strasbourg,Citadines Kléber Strasbourg,8.2,48.58384564227026,7.743424773216248,8.2
607,Strasbourg,City Residence Access Strasbourg,7.1,48.590014,7.73987,7.1
608,Strasbourg,EtC...Hôtel - Strasbourg Hyper Centre,7.7,48.58081452851831,7.746186107397079,7.7
609,Strasbourg,Hotel Arok,8.9,48.584163,7.735927,8.9
610,Strasbourg,Hotel Strasbourg - Montagne Verte & Restaurant Louisiane,8.3,48.57269177356032,7.728713527321815,8.3
611,Strasbourg,Hotel Suisse,8.7,48.58149369478856,7.75279775261879,8.7
612,Strasbourg,Hotel des Tonneliers,7.7,48.57977291548981,7.749512046575546,7.7
613,Strasbourg,Hôtel De L'Ill,8.3,48.58068765516625,7.755071595311165,8.3
614,Strasbourg,Hôtel Le Bristol Strasbourg Gare,8.2,48.58389310594573,7.735748291015625,8.2
615,Strasbourg,Hôtel Tandem - Boutique Hôtel,9.0,48.58383632696426,7.734948992729187,9.0
616,Strasbourg,Hôtel le Grillon,8.3,48.58389842897197,7.737652659416199,8.3
617,Strasbourg,Ibis Budget Strasbourg Centre Republique,8.0,48.591522,7.754599,8.0
618,Strasbourg,Ibis Styles Strasbourg Centre République,8.2,48.59117448165584,7.753295302391052,8.2
619,Strasbourg,Les toits de Gutenberg,9.5,48.58175507808,7.748999784273,9.5
620,Strasbourg,Okko Hotels Strasbourg Centre,8.3,48.5740800171579,7.765449454344889,8.3
621,Strasbourg,Residence Inn by Marriott Strasbourg,9.0,48.59899457007954,7.762173176616698,9.0
622,Strasbourg,Strasbourg Centre Epine,9.2,48.5799874,7.7485332,9.2
623,Strasbourg,ibis Strasbourg Centre Petite France,7.5,48.58253971270566,7.73732671705784,7.5
624,Strasbourg,ibis Styles Strasbourg Stade de la Meinau,7.8,48.5561877,7.746247899999957,7.8
625,Uzes,"""La Suite"" 3 Etoiles",9.6,44.0114872,4.4198868,9.6
626,Uzes,Appartement Ulysse,9.0,44.0132239,4.4222682,9.0
627,Uzes,"Appartement moderne central avec piscine, garage privé et terrasse sud",8.5,44.0127652,4.4143231,8.5
628,Uzes,Boutique Hôtel Entraigues,8.9,44.01246437098573,4.421800111045059,8.9
629,Uzes,Guest House vue splendide,8.8,44.0115749,4.4207409,8.8
630,Uzes,Hôtel Le Saint-Geniès,9.0,44.023394710582856,4.419290721416473,9.0
631,Uzes,"La Casita - Studio Confort avec Parking privé - Lit douillet - Centre Uzès, Pont du Gard",8.8,44.0121521,4.4169701,8.8
632,Uzes,"La Casita - Studio Confort et Design - Emplacement Parfait - Uzès, Pont du Gard",8.7,44.0142503,4.4199672,8.7
633,Uzes,La DAME de FLAUX,9.8,44.0120504,4.4192438,9.8
634,Uzes,La Taverne,8.6,44.014659,4.4200515,8.6
635,Uzes,La bohème place aux herbes,9.6,44.011676381472,4.419088375741,9.6
636,Uzes,La petite hostellerie,9.0,44.0108258,4.4177601,9.0
637,Uzes,Le Cerisier au cœur d'Uzès,10.0,44.0103176,4.416918,10.0
638,Uzes,Le Joubert Hôtel Particulier,9.1,44.0125143,4.4185536,9.1
639,Uzes,Le Pré Aux Cigales,9.8,44.0154451458477,4.40986999921734,9.8
640,Uzes,Le trente trois,8.9,44.0096419476156,4.41788524389267,8.9
641,Uzes,"Les Canisses, magnifique appartement avec terrasse au cœur d'Uzès",9.8,44.0135452,4.4170735,9.8
642,Uzes,Les Olivettes le mazet,9.6,43.997428,4.412575,9.6
643,Uzes,Maison de Roche-Uzès Centre Historique L' Ucetia,9.3,44.0112246,4.4199226,9.3
644,Uzes,RAVISSANT STUDIO,8.8,44.0141777,4.4220873,8.8
645,Uzes,Secret d'Uzès - Le Loft - Avec piscine chauffée,10.0,44.008072891557,4.324984612995,10.0
646,Uzes,Une chambre à Uzès,9.2,44.011832299958,4.4185004987420005,9.2
647,Uzes,Uzès la Tour Médiévale Centre Historique,9.4,44.0124278,4.4192465,9.4
648,Uzes,"Uzès, au cœur du centre médiéval Le Logis du Consul un bien d'exception du XVIème siècle",9.0,44.0124278,4.4192465,9.0
649,Uzes,appartement en résidence très bien situé,8.6,44.0119373,4.4131642,8.6
